time,u100_median,v100_median,u10n_median,u10_median,v10n_median,v10_median,d2m_median,t2m_median,tcc_median,u100_mean,v100_mean,u10n_mean,u10_mean,v10n_mean,v10_mean,d2m_mean,t2m_mean,tcc_mean
2023-01-01 00:00:00,-0.46603394,4.1512756,-0.42286682,-0.6256714,1.5395813,1.9863739,280.136,284.48853,0.74632263,-0.16485432,4.6683407,-0.24126433,-0.32260296,2.4865456,2.6183264,279.80502,284.72498,0.62496024
2023-01-01 01:00:00,-0.7810364,3.9489288,-0.558197,-0.7745514,1.5914001,1.9577179,279.90118,284.40845,0.7563324,-0.4986613,4.679889,-0.42567247,-0.5178076,2.4881754,2.612866,279.70578,284.5969,0.65800923
2023-01-01 02:00:00,-0.988327,3.8500671,-0.6530762,-0.92071533,1.7788391,1.9664001,279.78632,284.23145,0.8093109,-0.7857239,4.7013016,-0.59528196,-0.67754894,2.521235,2.6331923,279.64328,284.46127,0.67545444
2023-01-01 03:00:00,-1.1716461,3.7518616,-0.6845093,-1.0118408,1.9972839,2.191925,279.50696,284.21588,0.8531189,-0.98374367,4.773488,-0.69823015,-0.7878638,2.564645,2.6724563,279.60986,284.39145,0.68368495
2023-01-01 04:00:00,-1.2119141,3.908905,-0.7017975,-0.91423035,1.8960724,2.0403137,279.21582,284.3512,0.86553955,-1.1025829,4.8657393,-0.750337,-0.8507339,2.6134427,2.7205088,279.55853,284.37292,0.71319777
2023-01-01 05:00:00,-1.2703552,4.194275,-0.7263489,-0.9194641,1.9239197,2.1240082,279.09082,284.09985,0.8062744,-1.1758906,5.063611,-0.78926885,-0.89007795,2.7260795,2.8306313,279.54645,284.31656,0.70971674
2023-01-01 06:00:00,-1.4114227,4.506531,-0.76904297,-0.9596863,1.8723145,2.0013275,278.92786,284.15402,0.8403778,-1.2580785,5.3171153,-0.8330573,-0.9375304,2.8555639,2.9663348,279.45978,284.34735,0.74296165
2023-01-01 07:00:00,-1.23143,4.60524,-0.64697266,-0.9005585,1.8471985,2.0679932,278.3645,284.0487,0.8587799,-1.1866812,5.6056166,-0.7872852,-0.8944243,3.0098639,3.1303027,279.4565,284.33612,0.7387396
2023-01-01 08:00:00,-0.97891235,4.6186066,-0.57658386,-0.87467957,1.9300842,2.1020508,277.7458,284.28857,0.8927765,-1.0319877,5.720521,-0.70397294,-0.7998763,3.075575,3.1877317,279.56448,284.54688,0.7405975
2023-01-01 09:00:00,-0.7734833,4.815323,-0.76345825,-0.76194763,2.4499664,2.545517,277.72925,284.57642,0.91415405,-0.79810727,5.73922,-0.6844329,-0.6951959,3.2422826,3.2827322,279.9638,285.1575,0.723465
2023-01-01 10:00:00,-0.61042786,3.961441,-0.70906067,-0.66111755,2.2277985,2.1256866,278.29178,285.6797,0.8698578,-0.19459209,4.949563,-0.41427082,-0.38114855,2.9235713,2.9142966,280.40527,286.29834,0.7283286
2023-01-01 11:00:00,-0.65016174,3.7319946,-0.6957855,-0.6535797,2.5547638,2.418457,278.8291,287.14697,0.8475647,-0.30067924,4.829349,-0.44724464,-0.40889105,3.1403747,3.110618,280.4738,287.39532,0.7214614
2023-01-01 12:00:00,-0.63523865,4.089798,-0.6772003,-0.6266327,2.9037018,2.8049316,279.14963,288.12036,0.82969666,-0.19107059,4.8101544,-0.32927433,-0.29511023,3.250647,3.2122703,280.43356,288.1991,0.70978016
2023-01-01 13:00:00,-0.5154877,4.410675,-0.614975,-0.5953064,3.2369995,3.0772095,279.9082,289.12744,0.8661957,-0.0683353,4.7280335,-0.21365501,-0.18753296,3.245267,3.1988766,280.32755,288.7407,0.68341297
2023-01-01 14:00:00,-0.51530457,4.4075623,-0.53811646,-0.5664673,3.1038055,3.0117035,280.2162,289.38818,0.85328674,0.041956916,4.5727496,-0.11088003,-0.09709184,3.0941966,3.0605502,280.35065,288.9614,0.7001015
2023-01-01 15:00:00,-0.36717224,4.442688,-0.40649414,-0.40618896,2.872696,2.840866,280.49216,289.2378,0.897171,0.13222167,4.4501843,-0.015083205,-0.018707087,2.8401525,2.8483663,280.50638,288.73233,0.7362104
2023-01-01 16:00:00,0.08468628,4.858841,-0.11129761,-0.16757202,2.2219238,2.4325104,281.04523,288.62598,0.91963196,0.22859319,4.3106236,0.1447331,0.07923137,2.3814235,2.5026407,280.76428,288.16245,0.74170274
2023-01-01 17:00:00,0.08816528,4.848984,-0.10688782,-0.233078,1.6811371,2.2769012,281.23273,287.24194,0.96354675,0.26344287,4.099489,0.21323746,0.104996495,2.0298827,2.2567792,280.599,287.28665,0.7884738
2023-01-01 18:00:00,0.23060608,4.6726837,-0.11152649,-0.24989319,1.4943695,2.2136993,281.6397,286.2688,0.9869232,0.3024062,3.8681116,0.22555259,0.14349021,1.8475858,2.056796,280.45212,286.58102,0.8327287
2023-01-01 19:00:00,0.4284668,4.9529114,-0.02444458,-0.1116333,1.6704102,2.3516388,282.3993,285.94556,0.9760437,0.4420954,3.7605395,0.30082527,0.24592799,1.7543303,1.9486902,280.4326,286.157,0.8602855
2023-01-01 20:00:00,0.9798584,4.130966,0.020446777,0.050827026,1.7855377,2.1647034,282.4238,285.5271,0.9713745,0.6500028,3.5922549,0.41762665,0.38171613,1.6496321,1.8258971,280.5031,285.85284,0.8784592
2023-01-01 21:00:00,1.1276398,4.217499,0.23356628,0.3209839,1.8857422,2.251587,282.0445,285.0608,0.960083,0.87649983,3.4012935,0.5393225,0.5174836,1.5461789,1.7120908,280.4849,285.58582,0.8771159
2023-01-01 22:00:00,1.5609589,2.7057037,0.22442627,0.40351868,1.4028931,1.8235474,281.73676,284.89575,0.9853668,0.9538699,2.3606145,0.4409124,0.46392325,0.9475162,1.0967692,280.31415,285.26822,0.89600027
2023-01-01 23:00:00,2.068344,2.9967499,0.38983154,0.6178589,1.2827454,1.8345642,281.24774,284.7102,0.98835754,1.1076019,2.359956,0.5061768,0.53573424,0.9880683,1.129975,280.1917,285.00345,0.88181305
2023-01-02 00:00:00,2.0728607,2.5924683,0.44761658,0.6352997,1.1151276,1.5046997,281.2448,284.43433,0.9826355,1.2525481,2.1486316,0.577896,0.603817,0.906615,1.0423024,280.25494,284.8639,0.84820014
2023-01-02 01:00:00,1.8907928,2.4766846,0.42570496,0.6795654,0.8404999,1.1475983,280.91656,284.08667,0.96333313,1.3483903,1.940092,0.63620144,0.6787909,0.8312965,0.95108896,280.18256,284.5384,0.80870277
2023-01-02 02:00:00,1.7050934,1.6854248,0.43624878,0.63549805,0.4832306,0.7195282,280.9151,283.86987,0.9805145,1.4670665,1.6895676,0.72673,0.7645312,0.6924249,0.81020516,280.16022,284.3247,0.82113016
2023-01-02 03:00:00,1.6925049,1.2730408,0.4603424,0.6374512,0.5009155,0.7218323,280.39832,283.77466,0.98417664,1.5939885,1.4356408,0.82708263,0.8751929,0.56068045,0.6669433,280.10132,284.02277,0.83687454
2023-01-02 04:00:00,1.6857758,1.1270905,0.5040283,0.66819763,0.4577179,0.63597107,280.25696,283.28247,0.9730072,1.753332,1.21134,0.94657904,0.9953086,0.45139644,0.552055,280.08963,283.70352,0.8356326
2023-01-02 05:00:00,1.7511597,0.84339905,0.52685547,0.6947174,0.3219757,0.43070984,280.08978,282.74023,0.96765137,1.817673,0.8946776,0.9927469,1.0335681,0.27531525,0.35869458,280.0012,283.44818,0.8492117
2023-01-02 06:00:00,1.8785858,0.7980652,0.62698364,0.7946472,0.23866272,0.4064026,279.72052,282.3667,0.9703827,1.8139564,0.6720209,1.0074253,1.0440753,0.18575646,0.24978498,279.94144,283.28326,0.8438914
2023-01-02 07:00:00,1.9329376,0.59332275,0.5423584,0.86395264,0.16792297,0.20587158,279.57483,282.26196,0.9796753,1.7082441,0.44217634,0.9335816,0.97759813,0.1039274,0.15500608,279.90598,283.13586,0.8588259
2023-01-02 08:00:00,1.6365509,0.54948425,0.5557556,0.7534332,0.17037964,0.11393738,279.5124,282.0393,0.9796753,1.5611889,0.3669843,0.8768455,0.9180796,0.14630362,0.16140197,280.06583,283.07843,0.86327654
2023-01-02 09:00:00,1.3538208,0.3251953,0.85466003,0.8058624,0.14411926,0.12609863,279.8643,282.3977,0.9704437,1.380457,0.27774042,0.89098644,0.8660791,0.13913003,0.14449683,280.32028,283.46317,0.8584359
2023-01-02 10:00:00,0.4597473,0.05366516,0.3395691,0.26309204,0.054229736,0.051208496,280.74554,283.96436,0.9851837,0.6765703,0.2712878,0.5043094,0.48339337,0.13398348,0.13894717,280.73053,284.44098,0.86403966
2023-01-02 11:00:00,0.46307373,0.22055054,0.2879181,0.2472229,0.12033081,0.09449768,280.84515,285.34302,0.9799957,0.7643848,0.3156726,0.64323425,0.6058535,0.21437106,0.21206419,280.85846,285.15146,0.8352622
2023-01-02 12:00:00,0.75704956,0.44526672,0.56573486,0.5031738,0.466156,0.35821533,280.55408,285.99585,0.9585724,1.025207,0.29619125,0.90176004,0.841649,0.23804331,0.23098734,280.85703,285.68387,0.8104584
2023-01-02 13:00:00,0.9710846,0.6007385,0.89149475,0.7792511,0.5400696,0.48544312,280.36755,286.34595,0.9499359,1.3538362,0.16421737,1.1976949,1.1171018,0.13449055,0.1303807,280.8425,286.02448,0.79151404
2023-01-02 14:00:00,1.3076172,0.3103943,1.1688538,1.0494995,0.27046204,0.25671387,280.0224,286.4331,0.9584503,1.5917293,-0.09265402,1.3982543,1.3069853,-0.08761147,-0.075953074,280.68195,286.2525,0.7899536
2023-01-02 15:00:00,1.5578918,0.06239319,1.3790894,1.2530823,0.06781006,0.09460449,280.03967,286.1106,0.9317169,1.6613295,-0.31995326,1.4211879,1.3439304,-0.27532873,-0.2517417,280.68353,286.19788,0.77586055
2023-01-02 16:00:00,1.4906921,-0.36489868,1.0487366,1.0581665,-0.25668335,-0.26568604,279.98303,285.94922,0.8413086,1.6258703,-0.6446184,1.2577403,1.2325084,-0.50042504,-0.47633898,280.75983,285.87338,0.7265219
2023-01-02 17:00:00,1.4604645,-0.6863861,0.5822754,0.94421387,-0.30192566,-0.5630188,280.08862,284.89746,0.809433,1.5459123,-0.91577244,0.9505937,1.0753067,-0.5614859,-0.59102607,280.74347,285.11075,0.6833101
2023-01-02 18:00:00,1.2859344,-0.9015503,0.43302917,0.8528595,-0.36431885,-0.63752747,279.9834,283.84277,0.86260986,1.3624288,-1.1921613,0.7893833,0.92529464,-0.6174074,-0.71468776,280.6301,284.41553,0.649566
2023-01-02 19:00:00,1.1891174,-1.0603485,0.3595581,0.75679016,-0.34794617,-0.6896515,279.85712,283.3806,0.8418884,1.1639744,-1.2885642,0.666534,0.7855749,-0.6133919,-0.7530199,280.56277,283.999,0.6251658
2023-01-02 20:00:00,0.9338684,-1.3399963,0.35769653,0.5992737,-0.36340332,-0.7329712,279.75885,283.14917,0.8353882,0.91769433,-1.3233641,0.550006,0.6262931,-0.60491186,-0.75514305,280.5023,283.65613,0.60383064
2023-01-02 21:00:00,0.6905823,-1.3213196,0.27052307,0.47956848,-0.4017334,-0.8077545,279.56345,282.72583,0.71380615,0.7604053,-1.2852994,0.49182087,0.5392202,-0.5820947,-0.7166041,280.33893,283.3053,0.56389725
2023-01-02 22:00:00,0.67082214,-0.8578186,0.27618408,0.530365,-0.263443,-0.54626465,279.38367,282.19824,0.62579346,0.7799172,-0.8506561,0.54880834,0.5842353,-0.36233133,-0.44173095,280.24017,282.90842,0.54031116
2023-01-02 23:00:00,0.70899963,-0.9484253,0.30215454,0.5018921,-0.32014465,-0.6003113,279.28925,281.62964,0.65390015,0.7721518,-0.9479557,0.544519,0.55894536,-0.45841306,-0.5412747,280.08517,282.62253,0.5372575
2023-01-03 00:00:00,0.5421753,-0.93478394,0.24406433,0.43548584,-0.37591553,-0.7397003,279.19446,281.19336,0.5936279,0.7529449,-1.0499889,0.51886994,0.53808975,-0.55240923,-0.6435328,279.94632,282.37088,0.5145477
2023-01-03 01:00:00,0.6485901,-1.1192017,0.26107788,0.43237305,-0.4841156,-0.8700409,279.17633,280.84644,0.6110687,0.7034756,-1.174069,0.46251664,0.49728885,-0.6300275,-0.73571354,279.82547,282.1363,0.5233626
2023-01-03 02:00:00,0.62675476,-1.3709259,0.2668457,0.46652222,-0.57151794,-0.9406738,279.04694,280.58447,0.577301,0.6446544,-1.2549762,0.40840513,0.44130006,-0.6833713,-0.7850663,279.63913,281.87805,0.5053047
2023-01-03 03:00:00,0.47229004,-1.6199951,0.2155304,0.3941803,-0.62039185,-1.0060577,278.8698,280.5752,0.585495,0.50137633,-1.3590556,0.31226128,0.34204233,-0.7399746,-0.8455287,279.47156,281.6454,0.5211479
2023-01-03 04:00:00,0.43769836,-1.5949097,0.24143982,0.35525513,-0.5951843,-0.9250641,278.77625,280.4297,0.6724701,0.37955648,-1.3823197,0.23349872,0.25780603,-0.76644707,-0.86151356,279.39212,281.5169,0.53969413
2023-01-03 05:00:00,0.29588318,-1.5269928,0.2273407,0.35585022,-0.5791321,-0.9506836,278.54352,280.23242,0.649704,0.2621457,-1.397321,0.16057137,0.17545077,-0.77744716,-0.86982006,279.18903,281.27847,0.55542815
2023-01-03 06:00:00,0.16830444,-1.6600494,0.13682556,0.17720032,-0.57995605,-0.9898529,278.56085,280.10547,0.69937134,0.04083173,-1.4056354,0.024932332,0.041046664,-0.78319657,-0.8724822,279.111,281.19382,0.56960773
2023-01-03 07:00:00,-0.10986328,-1.7001343,0.019363403,0.054489136,-0.60009766,-0.9784088,278.51172,279.90015,0.70632935,-0.15076736,-1.3395487,-0.08752238,-0.071746364,-0.74321246,-0.8281622,279.03384,281.1104,0.56274104
2023-01-03 08:00:00,-0.2555542,-1.6075745,-0.04951477,-0.03614807,-0.6607666,-0.88116455,278.56134,280.0481,0.6382904,-0.31148005,-1.2416698,-0.16574448,-0.17420247,-0.71953046,-0.771254,279.0061,281.08792,0.5320182
2023-01-03 09:00:00,-0.4861908,-1.3822784,-0.28674316,-0.2425232,-1.1297302,-1.0508728,279.20013,281.1079,0.5439453,-0.41691577,-1.0827191,-0.28080007,-0.25800306,-0.8406973,-0.78037125,279.4856,281.76068,0.4844812
2023-01-03 10:00:00,-0.61724854,-1.1437836,-0.48667908,-0.3985443,-0.86517334,-0.7540283,279.79224,282.14038,0.53440857,-0.33753788,-0.61491126,-0.29610595,-0.25482348,-0.5976174,-0.53856254,280.06702,283.0699,0.49412173
2023-01-03 11:00:00,-0.37677002,-1.0594025,-0.32876587,-0.26319885,-0.9540558,-0.786499,280.07187,283.78076,0.4824524,-0.18203343,-0.614131,-0.20114517,-0.17014256,-0.625924,-0.5646042,280.3374,284.11838,0.44584125
2023-01-03 12:00:00,-0.2268982,-1.0006104,-0.18829346,-0.17173767,-0.95506287,-0.85453796,280.20074,285.1438,0.46266174,0.023815444,-0.666248,-0.013675423,-0.0059775664,-0.66534936,-0.60376,280.50305,285.02267,0.44333458
2023-01-03 13:00:00,-0.04737854,-1.1585083,-0.0017700195,-0.0016174316,-1.1107025,-0.9785919,279.9887,285.8081,0.39788818,0.21186866,-0.7781691,0.14672497,0.13824157,-0.76731735,-0.69870496,280.51273,285.663,0.44278055
2023-01-03 14:00:00,0.0982666,-1.3761139,0.14208984,0.119644165,-1.2014618,-1.0613403,279.79083,286.29077,0.33421326,0.29607514,-0.9692203,0.20915224,0.19722964,-0.9207159,-0.84711516,280.4663,286.16287,0.44350865
2023-01-03 15:00:00,-0.024017334,-1.5712891,0.07203674,0.07254028,-1.2854309,-1.2259064,279.6114,286.38818,0.3595276,0.19528984,-1.1226428,0.10104907,0.10404069,-1.0206823,-0.9568174,280.3739,286.27875,0.42263883
2023-01-03 16:00:00,-0.33235168,-1.7739563,-0.21069336,-0.21691895,-1.3072662,-1.3223572,279.58112,286.11255,0.3607788,0.01687298,-1.2389076,-0.1340355,-0.09067606,-1.017761,-0.9816336,280.418,285.96127,0.41305462
2023-01-03 17:00:00,-0.44041443,-2.055603,-0.12542725,-0.2467804,-0.5449524,-1.2761536,279.6564,284.2766,0.35578918,-0.12600112,-1.3567126,-0.22196807,-0.13612439,-0.8632902,-0.97250587,280.36755,284.75922,0.39506593
2023-01-03 18:00:00,-0.7566376,-2.0811157,-0.15359497,-0.39886475,-0.57281494,-1.4286957,279.3462,282.46362,0.2318573,-0.36029604,-1.4683614,-0.35821268,-0.3049673,-0.9024845,-1.0471966,280.11658,283.70294,0.32051665
2023-01-03 19:00:00,-0.7914429,-1.8322601,-0.21740723,-0.52230835,-0.5687256,-1.1983795,278.98907,281.3518,0.2068634,-0.5936093,-1.5123652,-0.5104699,-0.4882231,-0.92007416,-1.0848529,279.88,283.0453,0.28399003
2023-01-03 20:00:00,-1.0841522,-1.9358673,-0.30656433,-0.72566223,-0.61050415,-1.3302307,278.5838,280.7151,0.18725586,-0.84974074,-1.4502496,-0.65401626,-0.68352264,-0.86771905,-1.0388093,279.67825,282.55023,0.276946
2023-01-03 21:00:00,-1.2528687,-1.7253113,-0.35598755,-0.7906952,-0.5639343,-1.2480469,278.22723,280.39453,0.1716919,-1.0401953,-1.2515857,-0.74565756,-0.81754327,-0.7556012,-0.90064055,279.45758,282.14154,0.2613738
2023-01-03 22:00:00,-0.8197937,-1.3667297,-0.29516602,-0.63075256,-0.49926758,-0.8315582,277.91693,279.51416,0.22764587,-0.9210984,-0.9937118,-0.66302496,-0.7244377,-0.6574542,-0.7111047,279.15567,281.62604,0.31084695
2023-01-03 23:00:00,-0.95224,-1.2978668,-0.31155396,-0.7387543,-0.57650757,-0.7815552,277.51813,279.1919,0.1856842,-1.0021157,-0.9071872,-0.6936312,-0.7491754,-0.6153413,-0.6641099,278.9611,281.31262,0.2926326
2023-01-04 00:00:00,-1.0360565,-1.5027618,-0.26287842,-0.6232147,-0.5562134,-0.7566681,277.30182,278.72168,0.1558075,-0.9619965,-0.7970389,-0.66562337,-0.7177802,-0.54707545,-0.5815225,278.86462,281.09412,0.29579967
2023-01-04 01:00:00,-1.1987305,-1.3840942,-0.2351532,-0.57502747,-0.52124023,-0.71772766,276.9502,278.35815,0.20405579,-0.94498813,-0.7084849,-0.65215105,-0.7018349,-0.49468696,-0.5249618,278.68924,280.84616,0.32524666
2023-01-04 02:00:00,-1.2233887,-1.2804413,-0.27140808,-0.6177063,-0.49127197,-0.8399658,276.6723,278.05273,0.2244873,-0.9114366,-0.69047064,-0.63660264,-0.6768014,-0.4660384,-0.5134235,278.5117,280.59882,0.3651714
2023-01-04 03:00:00,-1.348465,-1.3310242,-0.28746033,-0.74253845,-0.4434967,-0.89126587,276.75204,277.8601,0.27575684,-0.94259006,-0.7216367,-0.6527516,-0.69922197,-0.47808045,-0.531056,278.37167,280.3923,0.39226687
2023-01-04 04:00:00,-1.2250061,-1.3357697,-0.31280518,-0.7511749,-0.52001953,-0.78666687,276.8387,277.74,0.32756042,-0.8872389,-0.77421993,-0.6201378,-0.6714132,-0.5165913,-0.5623591,278.26096,280.2529,0.4217233
2023-01-04 05:00:00,-1.1582489,-1.2254333,-0.36026,-0.79119873,-0.528656,-0.837677,276.45493,277.47314,0.38000488,-0.89704,-0.79106796,-0.6409768,-0.67540777,-0.54983366,-0.582504,278.10455,280.05676,0.4457025
2023-01-04 06:00:00,-0.9737396,-1.2407532,-0.39152527,-0.7781067,-0.51498413,-0.85632324,276.325,277.479,0.40281677,-0.9532842,-0.88423896,-0.6975821,-0.7167505,-0.6226883,-0.6445817,277.98016,279.97723,0.46186388
2023-01-04 07:00:00,-1.0291138,-1.2366333,-0.35554504,-0.72003174,-0.5899811,-0.7958832,276.273,277.50977,0.41833496,-1.0655613,-0.9003703,-0.77418303,-0.79211175,-0.63945454,-0.65863353,277.8715,279.88113,0.45736396
2023-01-04 08:00:00,-1.0187225,-1.2059479,-0.42160034,-0.6179657,-0.55711365,-0.7625427,276.3272,277.41992,0.379776,-1.2035518,-0.8576701,-0.8556016,-0.8751453,-0.6373904,-0.6336354,277.92215,279.98633,0.4456843
2023-01-04 09:00:00,-1.0193787,-1.0890045,-0.68322754,-0.5559387,-0.8179016,-0.76304626,277.53076,278.7766,0.34033203,-1.2470037,-0.79338616,-0.9795233,-0.92981935,-0.7004,-0.63506645,278.66504,281.00583,0.41364354
2023-01-04 10:00:00,-0.97946167,-0.92204285,-0.6619415,-0.5686493,-0.7970886,-0.7119293,278.78027,281.2273,0.25601196,-1.2758204,-0.72743374,-1.069469,-0.9969266,-0.6879617,-0.62548417,279.4323,282.688,0.3660898
2023-01-04 11:00:00,-0.42736816,-0.72618103,-0.38087463,-0.275589,-0.69355774,-0.56733704,279.67175,283.4043,0.17382812,-1.1558422,-0.56114197,-1.0603158,-0.99126595,-0.574416,-0.5193586,279.71124,283.95477,0.28587916
2023-01-04 12:00:00,-0.0342865,-0.83807373,0.026473999,0.016235352,-0.7209778,-0.6120148,280.4899,284.66675,0.077178955,-0.97465295,-0.55916953,-0.90919346,-0.85333323,-0.5632287,-0.5063332,280.10077,284.99738,0.22463669
2023-01-04 13:00:00,0.079574585,-0.7663727,0.077926636,0.054519653,-0.76338196,-0.68388367,280.93765,286.01294,0.061920166,-0.7942002,-0.57479286,-0.75034344,-0.70837945,-0.568737,-0.51144874,280.23444,285.89392,0.20141295
2023-01-04 14:00:00,0.030166626,-0.71131897,0.048828125,0.035629272,-0.7137909,-0.62327576,280.88403,286.84888,0.0566864,-0.6922358,-0.63819516,-0.66174406,-0.6240962,-0.62262857,-0.5617449,280.27777,286.52774,0.18784815
2023-01-04 15:00:00,-0.04411316,-0.75502014,-0.13226318,-0.11439514,-0.7250366,-0.6451111,280.86536,286.95068,0.030303955,-0.6349637,-0.7418069,-0.6223148,-0.5860042,-0.691368,-0.6349169,280.25488,286.6534,0.16557187
2023-01-04 16:00:00,-0.378891,-1.001297,-0.20114136,-0.2502594,-0.5694885,-0.64323425,280.89948,286.6643,0.019088745,-0.62153375,-0.8995444,-0.6699408,-0.58181894,-0.6633609,-0.6857408,280.43228,286.29712,0.13869748
2023-01-04 17:00:00,-0.31951904,-1.2548065,-0.1363678,-0.1224823,-0.33641052,-0.9510193,280.98672,285.0625,0.014480591,-0.66519606,-1.123295,-0.5311477,-0.4776608,-0.6368748,-0.83162206,280.29242,284.9468,0.1373894
2023-01-04 18:00:00,-0.1481018,-1.4737091,-0.040115356,-0.056762695,-0.39546204,-1.1071472,280.31885,283.29565,0.012084961,-0.81336397,-1.3598052,-0.5892508,-0.56483984,-0.7379617,-0.9869635,280.0368,283.70242,0.12743615
2023-01-04 19:00:00,-0.17192078,-1.488739,-0.06616211,-0.16517639,-0.44467163,-1.1987915,279.9148,282.39282,0.009796143,-0.9542868,-1.3890705,-0.6484716,-0.668105,-0.7230295,-0.96634805,279.83533,283.0025,0.12684935
2023-01-04 20:00:00,-0.28152466,-1.5138855,-0.095443726,-0.20513916,-0.4138794,-1.0587921,279.63434,281.69336,0.015304565,-1.1208546,-1.3305899,-0.71356,-0.78394926,-0.6734669,-0.89350444,279.54868,282.45245,0.13849351
2023-01-04 21:00:00,-0.4710846,-1.3703613,-0.133255,-0.45695496,-0.3493805,-0.7696228,279.229,281.0896,0.012908936,-1.2258359,-1.1961092,-0.7405972,-0.83611274,-0.6087853,-0.7765964,279.34442,282.04138,0.1408581
2023-01-04 22:00:00,-0.7418823,-1.14357,-0.25785828,-0.7886963,-0.33688354,-0.69078064,278.71265,280.2539,0.0072021484,-1.3898742,-1.1365161,-0.8312956,-0.9400139,-0.5863787,-0.6896715,279.06207,281.7096,0.16914776
2023-01-04 23:00:00,-1.0812683,-0.9367218,-0.29055786,-0.7795868,-0.3357544,-0.66200256,278.19812,279.61914,0.008178711,-1.4537494,-0.8941161,-0.82442063,-0.936403,-0.49645013,-0.56378746,278.8499,281.43225,0.18344831
2023-01-05 00:00:00,-1.3660889,-0.81396484,-0.32461548,-0.7198944,-0.33151245,-0.5837555,277.95175,279.2378,0.020095825,-1.4455717,-0.67890674,-0.8011996,-0.90384954,-0.4181795,-0.47011915,278.64447,281.1481,0.19659066
2023-01-05 01:00:00,-1.5469513,-0.70903015,-0.3421936,-0.7566986,-0.35992432,-0.64497375,277.39233,278.77783,0.022460938,-1.427484,-0.54922163,-0.7957814,-0.88887715,-0.38386148,-0.43879107,278.47318,280.93024,0.2091961
2023-01-05 02:00:00,-1.5372162,-0.62265015,-0.3683014,-0.65278625,-0.37535095,-0.6004181,277.33124,278.41602,0.019638062,-1.3870181,-0.47641388,-0.7780513,-0.8693658,-0.36576632,-0.41909045,278.34982,280.7587,0.21629153
2023-01-05 03:00:00,-1.4819489,-0.5878296,-0.3184204,-0.65722656,-0.3162079,-0.57814026,277.22656,278.06738,0.025848389,-1.35235,-0.4612327,-0.76122034,-0.847741,-0.3714275,-0.41680428,278.18756,280.4934,0.23416312
2023-01-05 04:00:00,-1.3704529,-0.36950684,-0.2915802,-0.62454224,-0.3193817,-0.5369415,277.09482,277.81152,0.040756226,-1.2869779,-0.46915945,-0.73260343,-0.80954844,-0.39115283,-0.42891985,278.0756,280.32706,0.26430547
2023-01-05 05:00:00,-1.4568176,-0.2579193,-0.31773376,-0.69236755,-0.3066864,-0.529068,276.45374,277.47095,0.05860901,-1.2700158,-0.48601377,-0.73585325,-0.81137156,-0.41359326,-0.4452532,277.8755,280.0889,0.2726328
2023-01-05 06:00:00,-1.6420135,-0.20838928,-0.36312866,-0.75115967,-0.30197144,-0.5387268,276.47437,277.44604,0.076034546,-1.3202201,-0.4694473,-0.78136325,-0.856645,-0.41080746,-0.43939576,277.8362,279.98392,0.2742307
2023-01-05 07:00:00,-1.6872559,-0.14509583,-0.38406372,-0.7895508,-0.31967163,-0.55596924,276.4707,277.1416,0.08190918,-1.327003,-0.39062846,-0.80364007,-0.87772244,-0.36482114,-0.3902581,277.76212,279.89035,0.27716058
2023-01-05 08:00:00,-1.6503143,-0.09094238,-0.43429565,-0.74453735,-0.3184967,-0.5012207,276.1089,276.88232,0.10877991,-1.3497123,-0.30639732,-0.83329135,-0.89505035,-0.3235736,-0.33194476,277.78925,279.91827,0.2787802
2023-01-05 09:00:00,-1.4418335,-0.064193726,-0.88101196,-0.77867126,-0.46620178,-0.42144775,277.28296,278.70312,0.086257935,-1.3084315,-0.17878446,-0.9923144,-0.94098556,-0.29023385,-0.26040655,278.54245,280.93527,0.26131868
2023-01-05 10:00:00,-1.0424194,-0.046539307,-0.7281952,-0.58047485,-0.29649353,-0.25056458,278.22192,281.1704,0.093063354,-1.2294413,0.07678016,-1.0195864,-0.938925,-0.055711117,-0.04308545,279.1612,282.5993,0.23455897
2023-01-05 11:00:00,-0.5979309,-0.028060913,-0.58013916,-0.4398346,-0.028900146,-0.022766113,279.3064,283.21704,0.03666687,-0.9727773,0.19636008,-0.9012427,-0.82152545,0.13907145,0.12361808,279.58484,283.90002,0.18541542
2023-01-05 12:00:00,-0.38581848,0.15080261,-0.4152527,-0.25889587,0.11717224,0.08239746,279.93335,285.02246,0.018539429,-0.7386426,0.25829846,-0.7089881,-0.64462787,0.23408033,0.2016997,279.83475,285.02448,0.14785415
2023-01-05 13:00:00,0.00090026855,0.13394165,0.034194946,0.0284729,0.1394043,0.11741638,280.1582,286.34644,0.017715454,-0.47098827,0.29454806,-0.4697272,-0.4318312,0.28426045,0.24707381,279.88696,285.81,0.14193045
2023-01-05 14:00:00,-0.07627869,0.015838623,-0.07978821,-0.06855774,0.011123657,0.0046844482,280.2141,286.79932,0.012817383,-0.30433565,0.23667036,-0.32252142,-0.29910615,0.23054402,0.20408814,279.94333,286.3634,0.13442817
2023-01-05 15:00:00,-0.030685425,-0.06829834,-0.063949585,-0.04786682,-0.096328735,-0.08836365,280.45874,286.86353,0.007675171,-0.1976998,0.21777187,-0.23670386,-0.21808124,0.21647461,0.19489923,279.98035,286.4553,0.10646643
